ID	example study	PMID	note	quote	URL	title
COHO:0000080	GCST006085	PMID:29892016	"added 2026-09-23 as the GWAS subset's example: From the author contributions: the Profile Study (steering committee) provided DNA samples and/or phenotypic data for this OncoArray prostate cancer GWAS; ""The Profile Study"" is also a group author. Identity confirmed by context: prostate cancer genetics led by R. Eeles (ICR/Royal Marsden, which runs the PROFILE screening study of men with a family history); the ""PROFILE study"" in Catalog paper PMID:36780644 is a different, lung fibrosis study. The study-by-study sample list is in the supplement. Catalog does not tag cohorts on this study."	Provision of DNA samples and/or phenotypic data: V.L.S., S.M.G., B.D.C., C.M.T., P.J.G., I.M.T., J.B., S.C., L. Moya, J.C., L.H., W.T., G.P.R., H.G., M. Aly, T.N., P. Pharoah, N.P., J.S., T.L.J.T., C. Slavov, A.A., D.A., S.W., A.W., N.H., C.M.L.W., A.M.D., N.B., L.A.M., E.G., G.L.A., O.C.,G.C.T., S.K., L.E.B.F., K.D.S., T.F.O., M.B., L. Maehle, E.M.G., D.E.N., J.L.D., F.C.H., R.M.M., R.C.T., T.J.K., R.J.H., N.E.F., A.F., S.A.I., M.C. Stern, B.S.R., S.L.K., H.O., Y.-J.L., H.-W.Z., N.F., X.M., X.G., G.W., Z.S., G.G.G., M.C. Southey, R.J.M., L.M.F., A.S.K., B.M.K., J. Lubinski, G.C.-V., K.L.P., M.S., J.Y.P., T.A.S., H.-Y.L., J.L.S., C.C., D.W., J. Lim, E.A.O., M.S.G., B.G.N., S.F.N., M.W., R.B., M.A.R., P.I., H.B., K.C., B.H.,C.M., M.L., T.S., J.K., C.J.L., E.M.J., M.R.T., P. Paulo, M.C., S.L.N., L.S., Y.C.D., K.D.R., G.D.M., P.O., A.R., J. Llorca, S.-H.T., D.W.L., L.F.N., D. Lessel, M.G., T.K., R.K., N.U., S.S., C. Sipeky, V.M., M.P., F Canzian, S.J., T.V.d.B., S. Larkin, P.A.T., C.A.H., M.G.D., J.E.C., M.E.M., M.J.R., G.J., R.H.N.v.S., F.M., T.T., Y.A.K., J.X., K.-T.K., L.C.-A., H.P., A.M., S.N.T., S.K.M., D.J.S., S. Lindstrom, C.T., J.M., D.J.H., E.R., A.S., F Claessens, L.N.K., L.L.M., R.N.H., M.J.M., Z.C., P.K., F.W., S.J.C., B.E.H., C.A.-H., R.A.E., A.V., A.G.-C., B.F.D., G.C.-T., APCB investigators, IMPACT Study, Canary PASS investigators, BPC3, PRACTICAL, CAPS, PEGASUS, GAME-ON/ELLIPSE, and Profile Study Steering Committee.	https://pmc.ncbi.nlm.nih.gov/articles/PMC6568012/	
COHO:0000081	EGAS00001001134		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	ERF is embedded in the Genetic Research in Isolated Population (GRIP) program	https://ega-archive.org/studies/EGAS00001001134	
COHO:0000081	GCST001506	PMID:22570627	"added 2026-09-23 as the GWAS subset's example: GRIP (the southwest Netherlands isolate programme, COHO label ""Genetic Research in Isolated"") is one of the datasets analysed for glaucoma risk in this paper, and its family-based Erasmus Rucphen Family study (ERF, a separate COHO cohort) is one of the four discovery cohorts of the IOP GWAS. Catalog does not tag cohorts on this study."	For rs11656696 A we found a decreased glaucoma risk in the Amsterdam Glaucoma Study (AGS; OR = 0.71, 95%CI = 0.51–0.99) and the Erlangen and Tübingen study (OR = 0.82, 95%CI = 0.69–0.97), but not in RS-I and the Genetic Research in Isolated Populations (GRIP) program.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3342933/fullTextXML	
COHO:0000084	EGAS00001002921	PMID:31802016	the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	Here we describe the pilot phase of the GenomeAsia 100K Project	https://ega-archive.org/studies/EGAS00001002921	
COHO:0000084	GCST90320240	PMID:38014556	added 2026-09-23 as the GWAS subset's example: Catalog tags this study GAsP2 (GenomeAsia Phase 2, with PRAI); GenomeAsia 100K genomes analysed as the controls of this Parkinson disease GWAS. Other Catalog papers use GenomeAsia only as an imputation reference panel (e.g. PMID:34482816).	1376 control subjects were selected from the reference population GenomeAsia, Phase 2.	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:38014556%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000087	GCST000793	PMID:20835238	added 2026-09-23 as the GWAS subset's example: Acronym confirmed by context: a primary open-angle glaucoma study from Tasmania, i.e. the Glaucoma Inheritance Study in Tasmania; its cases are in the Australian replication sample of this POAG GWAS. Only Catalog paper found naming GIST; the full name does not appear in any Catalog paper text. Catalog does not tag cohorts on this study.	The Australian sample consisted of three studies—a study from Tasmania (GIST), a study from South Australia (ANZRAG) and the Blue Mountains Eye Study (BMES)—that individually have estimated OR = 1.17 (P = 0.29), OR = 1.25 (P = 0.038) and OR = 1.26 (P = 0.13), respectively.	https://pmc.ncbi.nlm.nih.gov/articles/PMC3222888/	
COHO:0000092	EGAS00001002776	PMID:28588112	the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	Hoorn Diabetes Care System (DCS) Cohort	https://ega-archive.org/studies/EGAS00001002776	
COHO:0000092	GCST90061380	PMID:34607834	added 2026-09-23 as the GWAS subset's example: Local candidate; Catalog tags it DCS; Hoorn DCS type 2 diabetes patients are one of the cohorts in this sulfonylurea-response GWAS meta-analysis.	Genotyping and quality control procedures for the Genetics of Diabetes Audit and Research in Tayside Scotland (GoDARTS), Hoorn Diabetes Care System (DCS), and Pharmacogenomics of Metformin (PMET) cohorts have previously been described (13,15,16).	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8669535/fullTextXML	
COHO:0000093	GCST002149	PMID:23974872	added 2026-09-23 as the GWAS subset's example: Register data used to ascertain the cases of this Swedish schizophrenia GWAS (the register is the data source; participants are Swedes with a schizophrenia discharge diagnosis). Also used for case ascertainment in GCST of PMID:28072414 (bipolar subtypes). Catalog does not tag cohorts on this study.	Cases with schizophrenia were identified via the Swedish Hospital Discharge Register 76,77 which captures all public and private inpatient hospitalizations.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3827979/fullTextXML	
COHO:0000095	GCST002770	PMID:25637336	added 2026-09-23 as the GWAS subset's example: Full name in the abstract; the GWAS sample is the 2,088 HCS participants (Newcastle, NSW). The Catalog-tagged HCS studies (e.g. GCST90837587, PMID:41325697) list cohorts only in supplements. Catalog does not tag cohorts on GCST002770.	GS was measured using handheld dynamometry in community-dwelling men and women aged 55-85 from the Hunter Community Study (HCS, N = 2088) and the Sydney Memory and Ageing Study (Sydney MAS, N = 541).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:25637336%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000096	GCST004144	PMID:28195142	added 2026-09-23 as the GWAS subset's example: Registry used to ascertain the Icelandic thyroid cancer cases of this deCODE GWAS (many other deCODE cancer GWAS also do this). Note the acronym ICR also stands for the Institute of Cancer Research in other studies. Catalog does not tag cohorts on this study.	Icelanders diagnosed with thyroid cancer were identified based on a nationwide list from the Icelandic Cancer Registry (ICR) (http://www.krabbameinsskra.is/indexen.jsp?icd=C73) that contains all Icelandic thyroid cancer patients diagnosed from 1 January 1955, to 31 December 2015.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5316879/fullTextXML	
COHO:0000097	GCST006085	PMID:29892016	"added 2026-09-23 as the GWAS subset's example: From the author contributions: the IMPACT Study provided DNA samples and/or phenotypic data for this OncoArray prostate cancer GWAS; ""The IMPACT Study"" is also a group author. Identity confirmed by context: prostate cancer genetics led by R. Eeles (ICR), who leads IMPACT (targeted PSA screening of BRCA1/2 carriers); the Catalog tag IMPACT_KPNC (PMID:42378311) is a different Kaiser study. The study-by-study sample list is in the supplement. Catalog does not tag cohorts on this study."	Provision of DNA samples and/or phenotypic data: V.L.S., S.M.G., B.D.C., C.M.T., P.J.G., I.M.T., J.B., S.C., L. Moya, J.C., L.H., W.T., G.P.R., H.G., M. Aly, T.N., P. Pharoah, N.P., J.S., T.L.J.T., C. Slavov, A.A., D.A., S.W., A.W., N.H., C.M.L.W., A.M.D., N.B., L.A.M., E.G., G.L.A., O.C.,G.C.T., S.K., L.E.B.F., K.D.S., T.F.O., M.B., L. Maehle, E.M.G., D.E.N., J.L.D., F.C.H., R.M.M., R.C.T., T.J.K., R.J.H., N.E.F., A.F., S.A.I., M.C. Stern, B.S.R., S.L.K., H.O., Y.-J.L., H.-W.Z., N.F., X.M., X.G., G.W., Z.S., G.G.G., M.C. Southey, R.J.M., L.M.F., A.S.K., B.M.K., J. Lubinski, G.C.-V., K.L.P., M.S., J.Y.P., T.A.S., H.-Y.L., J.L.S., C.C., D.W., J. Lim, E.A.O., M.S.G., B.G.N., S.F.N., M.W., R.B., M.A.R., P.I., H.B., K.C., B.H.,C.M., M.L., T.S., J.K., C.J.L., E.M.J., M.R.T., P. Paulo, M.C., S.L.N., L.S., Y.C.D., K.D.R., G.D.M., P.O., A.R., J. Llorca, S.-H.T., D.W.L., L.F.N., D. Lessel, M.G., T.K., R.K., N.U., S.S., C. Sipeky, V.M., M.P., F Canzian, S.J., T.V.d.B., S. Larkin, P.A.T., C.A.H., M.G.D., J.E.C., M.E.M., M.J.R., G.J., R.H.N.v.S., F.M., T.T., Y.A.K., J.X., K.-T.K., L.C.-A., H.P., A.M., S.N.T., S.K.M., D.J.S., S. Lindstrom, C.T., J.M., D.J.H., E.R., A.S., F Claessens, L.N.K., L.L.M., R.N.H., M.J.M., Z.C., P.K., F.W., S.J.C., B.E.H., C.A.-H., R.A.E., A.V., A.G.-C., B.F.D., G.C.-T., APCB investigators, IMPACT Study, Canary PASS investigators, BPC3, PRACTICAL, CAPS, PEGASUS, GAME-ON/ELLIPSE, and Profile Study Steering Committee.	https://pmc.ncbi.nlm.nih.gov/articles/PMC6568012/	
COHO:0000099	GCST000598	PMID:20164292	"added 2026-09-23 as the GWAS subset's example: The original GWAS of this sample: premenopausal European-American sisters from Indiana, with African-American sibships for replication, exactly as in the definition. The paper describes the study but does not use the name; the current example (PMID:23074152, not in the Catalog) calls this sample the ""Indiana Sisters Study"". Other Catalog BMD papers use the same sister pairs under the name Indiana Fragility Study (e.g. PMID:24249740). Catalog does not tag cohorts on this study."	To identify genes contributing to BMD, a study of healthy siblings from Indiana was initiated (4,5). Recruitment focused on families with two or more healthy sisters.	https://pmc.ncbi.nlm.nih.gov/articles/PMC2853986/	
COHO:0000101	GCST004146	PMID:28165464	"added 2026-09-23 as the GWAS subset's example: The ICGC CLL cases (Spanish CLL Genome Project) are in the replication stage of this CLL GWAS. The same paper confirms the project: ""The Spanish replication study was supported by the Spanish Ministry of Economy and Competitiveness through the Instituto de Salud Carlos III (FIS PI13/01136; International Cancer Genome Consortium-Chronic Lymphocytic Leukemia Genome Project)."" Also an in silico replication set in PMID:23770605. Catalog does not tag cohorts on this study."	In silico replication was performed in 444 cases and 609 controls from International Cancer Genome Consortium (ICGC), and 226 cases and 228 controls from the WHI study38,39.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5303820/fullTextXML	
COHO:0000103	EGAS00001003216		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	UK Multiple Sclerosis (MS) cases that were recruited through the University of Cambridge and included in the IMSGC Replicationchip experiment	https://ega-archive.org/studies/EGAS00001003216	
COHO:0000103	GCST001505	PMID:22570697	added 2026-09-23 as the GWAS subset's example: Full consortium name in the methods; IMSGC MS cases (with WTCCC controls) analysed together with the new Spanish GWAS in this study. The IMSGC GWAS itself (GCST009597, PMID:31604244) names the consortium only in author list and acknowledgements. Catalog does not tag cohorts on these studies.	We also analyzed a dataset (named hereafter IMSGC/WT) based on 931 MS cases from the International Multiple Sclerosis Genetic Consortium (IMSGC) [8] and 2938 controls from the Wellcome Trust Case Control Consortium (WTCCC), who had been genotyped using Affymetrix 500K array [9].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3343041/fullTextXML	
COHO:0000105	GCST90277987	PMID:37174278	added 2026-09-23 as the GWAS subset's example: Catalog tags this GWAS with INGI member cohorts (INGI-Val_Borbera, INGI-Carlantino); the paper states its three populations belong to the INGI network (aggregation).	All three populations belong to the Italian Network of Genetic Isolates (INGI), a project aimed at studying the genetic basis of complex diseases and phenotypes (including eating habits) [41].	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10178705/fullTextXML	
COHO:0000106	EGAS00001001158		the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	Leeds Melanoma Cohort	https://ega-archive.org/studies/EGAS00001001158	
COHO:0000106	GCST90137504	PMID:36064556	added 2026-09-23 as the GWAS subset's example: Full name in the abstract; the 1,947 LMC melanoma patients are the replication sample of this melanoma-survival GWAS (Catalog replication sample 1,947 European ancestry individuals). Distinct from the Leeds melanoma case-control study. Catalog tags UKB and MIA but not LMC.	Significant (P < 5 × 10-8) results were investigated in the Leeds Melanoma Cohort (LMC; 1,947 patients with melanoma; 370 melanoma deaths).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:36064556%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000108	EGAS00001003944	PMID:32679392	the example chosen automatically (EGA), written here on 2026-09-23 when a second example was added for a subset	Lifelines population living in the Northern parts of the Netherlands	https://ega-archive.org/studies/EGAS00001003944	
COHO:0000108	GCST90243958	PMID:38643935	added 2026-09-23 as the GWAS subset's example: Catalog tags it LifeLines (with UKB); the main Lifelines population cohort of the northern Netherlands (not LifeLines-DEEP) is one of the two GWAS cohorts.	We conducted GWAS meta-analyses of Rome III IBS and its subtypes in 24,735 IBS cases and 77,149 asymptomatic control subjects from 2 independent European cohorts (UK Biobank and Lifelines).	https://www.ebi.ac.uk/europepmc/webservices/rest/search?query=EXT_ID:38643935%20AND%20SRC:MED&resultType=core&format=json	
COHO:0000110	GCST001648	PMID:22923054	added 2026-09-23 as the GWAS subset's example: Exact cohort name in the methods; 380 cases and 224 controls from the Los Angeles component of Women's CARE in stage 1 of this African-ancestry breast cancer GWAS. Catalog does not tag cohorts on this study.	Stage 1 of the GWAS included African American participants from 9 epidemiological studies of breast cancer, comprising a total of 3,153 cases and 2,831 controls (cases/controls: The Multiethnic Cohort study (MEC), 734/1,003; The Los Angeles component of The Women’s Contraceptive and Reproductive Experiences (CARE) Study, 380/224;	https://pmc.ncbi.nlm.nih.gov/articles/PMC3749077/	
COHO:0000111	EGAS00001000910		changed 2026-09-23, when the term became the umbrella of the 1921 and 1936 cohorts: an EGA study of both cohorts (its earlier example, EGAS00001003818, moved to the 1921 cohort)	The Lothian Birth Cohort of 1921 and the Lothian Birth Cohort of 1936.	https://ega-archive.org/studies/EGAS00001000910	
